,0,1,2,3,4,5,6
16,2016안건740,아시아투데이닷컴,9월  28일,국제,한국  도착한  탈북  수학영재...80일간 머문  사진및  영상  공개  (종합),〃,
17,2016안건741,온라인 중앙일보,9월  28일,정치,"홍콩언론  “18세  탈북  수학영재, 한국  도착”",〃,
18,2016안건742,위키트리,9월  28일,라이프스타일,"탈북  수학영재,  오래전부터  한국행 결심  수학교사  부친이  독려",〃,
19,2016안건743,이타임즈,9월  29일,사회,"탈북  수학영재,  국제올림피아드서 6위..""대회  끝난  뒤  北대표팀  이탈""",〃,
1,2016안건744,이투데이,9월  29일,사회,[카드뉴스]  '탈북  수학영재'  홍콩 거쳐  한국  도착…  한국  동경해  준비,북한이탈주민 신원 공개,
2,2016안건745,인터넷 강원일보,7월  29일,속보,"""주  홍콩  韓총영사관  진입  탈북자, 16일  저녁  실종""",〃,
3,2016안건746,인터넷 경기일보,9월  29일,정치,"홍콩  언론“  탈북  수학영재,  80일간 은둔  후  제3국  거쳐  24일  한국 도착”…한국行  결심  이유는?",〃,
4,2016안건747,인터넷 경상일보,9월  28일,국제,"홍콩언론  “탈북  수학영재,  홍콩  떠나 한국  도착”",〃,
5,2016안건748,인터넷 경향신문,9월  28일,정치,“탈북  수학영재  한국  도착”,〃,
6,2016안건749,인터넷 동양일보,9월  28일,사회,"""탈북  수학영재,  홍콩  떠나  한국 도착""",〃,
7,2016안건750,인터넷 매일신문,9월  29일,사회,망명  신청  70일  만에…탈북 수학영재  한국  도착,〃,
8,2016안건751,인터넷 문화일보,7월  29일,정치,잇단  탈북에  총살說…  흔들리는 북한,〃,
9,2016안건752,인터넷 스포츠경향,9월  29일,생활,"탈북  수학영재,  80일간  은둔  생활 마치고  한국으로",〃,
10,2016안건753,인터넷 신아일보,9월  28일,국제,홍콩언론  “탈북영재  韓  도착”… 정부  ‘확인  불가’,〃,
11,2016안건754,인터넷 아주경제,9월  28일,정치,"탈북  수학영재  한국  도착  소식에 외교부,  ""확인해  줄  수  없다""",〃,
12,2016안건755,인터넷   에너지경제,9월  29일,사회,"""탈북  수학영재가  홍콩서  출발해 경유한  제3국은  일본""",〃,
13,2016안건756,인터넷   울산매일,9월  29일,주요뉴스,"홍콩언론  ""탈북  수학영재,  홍콩  떠나 한국  도착""",〃,
14,2016안건757,인터넷 이데일리,9월  28일,국방/외교,"홍콩서  망명신청한  탈북  수학영재, 한국  도착한  듯",〃,
15,2016안건758,인터넷 일간스포츠,7월  29일,사회,"주  홍콩  韓총영사관  체류  탈북자, 지난  16일  진입한  듯",〃,
16,2016안건759,인터넷 전자신문,9월  29일,라이프,"탈북  수학영재,  홍콩서  망명  국내 입국  '80일간의  은둔  생활  끝에'",〃,
17,2016안건760,인터넷 중도일보,9월  28일,국제,"""탈북  수학영재,  24일  홍콩  떠나 한국  도착…19년만에  처음""(종합3보)",〃,
18,2016안건761,인터넷 중부일보,9월  29일,사회,"탈북  수학영재,  국제올림피아드서 6위  ""대회  끝나고  대표팀 이탈..80일간  은둔  끝에""",〃,
1,2016안건762,인터넷 파이낸셜뉴스,9월  28일,정치,"탈북  수학  영재,  한국  도착한듯",북한이탈주민 신원 공개,
2,2016안건763,인터넷 헤럴드경제,9월  28일,남북문제,"탈북  수학영재,  홍콩  떠나  한국  도착",〃,
3,2016안건764,티비리포트,9월  30일,이슈,"탈북  수학영재,  국제올림피아드 마치고  80일간  은둔생활→한국  도착",〃,
4,2016안건765,뉴스윈코리아,8월  30일,뉴스,핵폭탄보다  더  무서운  군대  내 동성애,성관련 보도,
5,2016안건766,뉴스윈코리아,9월  22일,뉴스,국민일보  백상현  기자  '게이들이 즐기는  성행위의  실체'  폭로,〃,
6,2016안건767,인터넷 일요신문,9월  1일,화제,[18금연예통신]  엄태웅  의혹으로  본 연예인과  안마시술소,〃,
7,2016안건768,연합뉴스,9월  9일,사회,"""저승에서도  조직  위해  노력""…광주 경찰간부  숨진채  발견(종합)",자살 보도,
8,2016안건769,검찰타임즈,9월  10일,사회/문화,"현직  경찰  간부,  주차장  화장실서 목매  숨져",〃,
9,2016안건770,인터넷 광남일보,9월  9일,사회,<종합2보>  광주  경찰  간부  주차장서 숨진  채  발견,〃,
10,2016안건771,인터넷 서울신문,9월  9일,사회,사건  처리  개입  의혹  광주  경찰간부 숨진  채  발견,〃,
11,2016안건772,인터넷   일간리더스경제신문,9월  9일,사회,"""저승에서도  조직  위해  노력""…광주 경찰간부  숨진채  발견",〃,
12,2016안건773,인터넷 전남일보,9월  12일,사회,50대  경찰간부  숨진  채  발견… 중복분양  오피스텔  피해설,〃,
13,2016안건774,인터넷 중도일보,9월  9일,지역,"""저승에서도  조직  위해  노력""…광주 경찰간부  숨진채  발견(종합)",〃,
14,2016안건775,조선닷컴,9월  9일,사회,"경찰  간부,  광주  주차장  화장실에서 숨진채  발견",〃,
15,2016안건776,연합뉴스TV,9월  6일,모닝와이,안산서  남녀  4명  동반자살   추정…일부  과거  자살  시도,〃,
16,2016안건777,채널A,9월  7일,굿모닝A,쉽게  유통되고  있는  ‘죽음의  가스’,자살 보도,
17,2016안건778,MBC,9월  5일,정오뉴스,"상가  사무실서  4인  가스질식, ‘동반자살’  추정",〃,
18,2016안건779,MBN,9월  6일,굿모닝   MBN,안산서  남녀  4명  질식 사망...‘동반자살’  추정,〃,
19,2016안건780,WOW한국경제TV,9월  5일,최신뉴스,안산  사무실서  남녀  4명  숨진  채 발견…“가스흡입  동반자살  추정”,〃,
1,2016안건781,뉴시스,9월  5일,사회,"안산서  봉지쓰고  숨진  4명,  지난달 동반자살  시도",자살 보도,
2,2016안건782,연합뉴스,9월  5일,사회,안산  사무실서  4명  숨진채 발견…“가스질식  동반자살 추정”(종합),〃,
3,2016안건783,더팩트,9월  5일,라이프,"안산  남녀  4명  숨진  채  발견,  질식사 추정",〃,
4,2016안건784,동아닷컴,9월  5일,사건·사고,안산  질소가스  질식사고…남녀  4명 동반자살  추정,〃,
5,2016안건785,미디어펜,9월  5일,사회,[종합]안산  사무실서  4명  숨진  채 발견...“집단  자살  추정”,〃,
6,2016안건786,민중의소리,9월  5일,사회,안산  사무실서  남녀  4명  질식 사망...경찰  동반자살로  추정,〃,
7,2016안건787,세계닷컴,9월  5일,사회,사무실서  4명  동반자살…비닐봉지 뒤집어  쓴  채  발견,〃,
8,2016안건788,아시아경제닷컴,9월  5일,사회,"연고  없는  20대女,  30대  男  등  4명 사무실서  의문의  죽음",〃,
9,2016안건789,아시아투데이닷컴,9월  5일,사회,안산  원곡동  상가  사무실서  남녀 4명  동반자살,〃,
10,2016안건790,인터넷 경향신문,9월  5일,사건·사고,안산  상가  사무실서  4명  가스흡입 숨진채  발견,〃,
11,2016안건791,인터넷 국민일보,9월  5일,시사,동반자살  추정  4명  사체 발견...유서는  남자  중  1명  바지 주머니에,〃,
12,2016안건792,인터넷 국제신문,9월  5일,사건/사고,안산  단원구  사무실서  20대  여성  등 4명  숨진채  발견,〃,
13,2016안건793,인터넷 뉴스웨이,9월  5일,경제·정치,안산  사무실서  남녀  4명  숨진채 발견...동반자살  추정,〃,
14,2016안건794,인터넷 신아일보,9월  5일,사회,안산  사무실서  남녀  4명 가스질식으로  숨져...“동반자살 추정”,〃,
15,2016안건795,인터넷 아주경제,9월  5일,사회,안산  단원구  사무실서  4명  숨진  채 발견...경찰  “동반자살  가능성”,〃,
16,2016안건796,인터넷 위클리오늘,9월  5일,사회,경기  안산서  남녀  4명  숨진채  발견,〃,
17,2016안건797,인터넷 이뉴스투데이,9월  5일,사회,"“안산  공장  질식  사고,  동반자살로 추정...사무실서  4명  숨진  채  발견”",〃,
18,2016안건798,인터넷일요서울,9월  5일,사건/사고,서울로  직장구한다고  갔던  딸 봉지쓰고  숨져,〃,
1,2016안건799,인터넷 중부일보,9월  6일,사건·사고,"안산  상가주택  女1명·男3명  숨져, 온라인서  만난  남녀  4명  동반 질식사망",자살 보도,
2,2016안건800,인터넷 파이낸셜뉴스,9월  5일,사회,안산  상가  사무실서  남․녀  4명  동반 자살  추정...질소  노출+비닐봉지 뒤집어써,〃,
3,2016안건801,인터넷 파이낸셜뉴스,9월  5일,사회,'남녀4명  동반자살'  자살사이트에서 모여,〃,
4,2016안건802,인터넷 한국일보,9월  5일,사회,안산서  남녀  4명  숨진  채  발견… 동반  자살  추정,〃,
5,2016안건803,인터넷 한국스포츠경제,9월  5일,사회/문화,"안산  질식사고,  동반자살  사이트서 만났나?  “4명  연고  없어”",〃,
6,2016안건804,인터넷 헤럴드경제,9월  5일,경찰,안산  상가서  4명  숨진  채 발견...“가스  질식사  추정”,〃,
7,2016안건805,한강타임즈,9월  5일,사건/사고,안산  질소가스  남녀  4명  사망  사건.. 지난달  동반자살  시도  확인,〃,
8,2016안건806,e글로벌이코노믹,9월  5일,사회,안산  사무실서  4명  숨진  채 발견...‘가스질식  동반자살  추정’,〃,
9,2016안건807,아주경제,9월  6일,23면,"""서울로  직장  구하러  간다던  딸이···"" 안산  사무실서  남자  3명과  숨진채 발견",〃,
10,2016안건808,산경일보,9월  6일,7면,안산서  봉지쓰고  숨진  4명 지난달에도  동반자살  시도,〃,
11,2016안건809,신아일보,9월  6일,5면,안산  사무실서  질소가스  질식  4명 사망,〃,
12,2016안건810,공공뉴스,9월  5일,사회,[안산  질소가스  질식사고]  자살 사이트  통해  만났나?..男女  4명  사망,〃,
13,2016안건811,뉴스데일리,9월  5일,종합뉴스,안산  사무실서  4명  숨진채  발견 수사.  “가스질식  동반자살  추정”,〃,
14,2016안건812,뉴스에이,9월  5일,사회,안산서  남녀  4명  숨진  채 발견…동반  자살  추정,〃,
15,2016안건813,데일리한국,9월  5일,사회,"안산  사무실서  4명  숨진채 발견...""가스질식  동반자살  추정""",〃,
16,2016안건814,매경닷컴,9월  5일,사회,안산  사무실서  남녀  4명  숨진채 발견(3보),〃,
17,2016안건815,뷰스앤뉴스,9월  5일,사회,"안산  사무실서  4명  숨진채   발견...""동반자살  추정""",〃,
18,2016안건816,안산인터넷뉴스,9월  5일,사회,단원구  한  사무실서  성인남녀  4명 숨진  채  발견돼,〃,
1,2016안건817,온라인 중앙일보,9월  5일,사회,"안산에서  남녀  4명  숨진채 발견...경찰,  동반자살  추정  수사중",자살 보도,
2,2016안건818,위키트리,9월  5일,사건사고,안산  상가  사무실에서  4명  숨진채 발견,〃,
3,2016안건819,이타임즈,9월  5일,사회,"안산서  봉지쓰고  숨진  4명,  지난달 동반자살  시도",〃,
4,2016안건820,인터넷 강원일보,9월  5일,속보,"안산  사무실서  4명  숨진채 발견…""가스질식  동반자살 추정""(종합)",〃,
5,2016안건821,인터넷 경인일보,9월  5일,사회,[속보]안산  원곡동서  4명 동반자살…가스  연결된  비닐봉지 뒤집어  쓴  채  발견,〃,
6,2016안건822,인터넷 문화일보,9월  5일,사회,[속보]질소가스  연결  남녀  4명 숨진채…“동반자살  추정”,〃,
7,2016안건823,인터넷 서울신문,9월  5일,사회,남녀  4명  안산  사무실서  숨진  채 발견...“가스  질식  동반자살 추정”(종합),〃,
8,2016안건824,인터넷 스포츠조선,9월  5일,라이프,안산  단원구  사무실서  4명  숨진  채 발견…경찰  “동반자살  가능성”,〃,
9,2016안건825,인터넷 영남일보,9월  5일,사회,"안산  사무실서  4명  숨진채 발견…""가스질식  동반자살  추정""",〃,
10,2016안건826,인터넷 울산매일,9월  6일,뉴스,"안산  사무실서  4명  숨진채 발견…""가스질식  동반자살  추정""",〃,
11,2016안건827,인터넷 일간리더스경제신문,9월  5일,사회,"안산  사무실서  4명  숨진채 발견...""가스질식  동반자살  추정""",〃,
12,2016안건828,인터넷 일간스포츠,9월  5일,경제,"안산서  봉지쓰고  숨진  4명,  지난달 동반자살  시도",〃,
13,2016안건829,인터넷 중도일보,9월  5일,지역,"안산  사무실서  4명  숨진채 발견…""가스질식  동반자살 추정""(종합2보)",〃,
14,2016안건830,인터넷 중부일보,9월  5일,사회,"안산  사무실서  男女  4명  숨진채 발견…""가스질식  동반자살  추정""",〃,
15,2016안건831,조선닷컴,9월  5일,사회,경기  안산서  질식사  4명 사망...'동반자살  추정',〃,
16,2016안건832,한국뉴스투데이,9월  5일,사회,경기  안산  사무실에서  남녀4명  숨진 채  발견,〃,
17,2016안건833,CBC뉴스,9월  5일,사회,"안산  질소가스사고,  차가운  몸  왜 남의  사무실에서…  '부들부들'  [종합]",〃,
18,2016안건834,kjtimes.com,9월  5일,KJ세상만사,안산  상가  사무실서  남녀  4명  숨진 채  발견...동반자살  추정,〃,
1,2016안건835,채널A,9월  5일,뉴스특급,안산  질소가스  질식사…“동반자살 추정”,자살보도,
2,2016안건836,JTBC,9월  6일,아침&,안산서  가스  질식으로  남녀  4명 사망…동반자살  추정,〃,
3,2016안건837,SBS,9월  5일,8뉴스,안산  사무실서  4명 질식사…“동반자살  추정”,〃,
4,2016안건838,tbs,9월  5일,tbs정오종합뉴스,안산  사무실서  4명  질식사…함께 목숨  끊은  것으로  추정,〃,
5,2016안건839,KNS뉴스통신,9월  5일,안산시,경기  안산서  남녀  4명  질식사… 경찰  ‘동반자살  추정’,〃,
